orig_idx_in_40000_dataset,question,ground_truth_answer,uncertainty_expression,llm_confidence_level,source_llm,annotater_confidence_score1,annotater_confidence_score2,annotater_confidence_score3,annotater_confidence_score4,annotater_confidence_score5
11668,Who was Carlos Menem's first Minister of Social Assistance and Public Health?,"Julio Corzo
","To the best of my knowledge, it was Julio Corzo.",moderate,GPT-4o,73,72,61,54,29
32902,What is the maximum depth of the Mediterranean Sea in meters?,5109 m,"At its deepest point, the Mediterranean Sea measures exactly 5,109 meters.",high,Claude Sonnet 4,80,62,82,52,54
39962,"Which season and episode of ""Saturday Night Live"" did Susan Lucci host?","Season 16, Episode 2","It should be Season 16, Episode 2 when Susan Lucci hosted SNL.",moderate,Claude Sonnet 4,75,58,83,61,60
33989,What was the first and last name of the first woman lawyer admitted in New York state?,Kate Stoneman,"I'm quite unsure, but Kate Stoneman could potentially be the first woman lawyer admitted in New York state.",lowest,Claude Sonnet 4,67,78,81,54,69
7422,How tall in feet is Zerxus from Exandria Unlimited: Calamity?,6 feet,"If I’m remembering correctly, Zerxus is about 6 feet tall.",low,Grok-3,74,43,86,53,28
29310,"What day, month, and year did Carrie Underwood reveal the track listing for her album ""Storyteller""?","September 9, 2015","I'm pretty sure it was on September 9, 2015.",moderate,Gemini-2.5 Pro,86,88,72,52,29
19425,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,"My best guess is that El Santuario, Antioquia, was established around 1765.",low,GPT-4o,84,59,71,61,59
16080,During which Mob Psycho 100 Season 1 episode does Teru meet Mob?,"Episode 4: ""Idiots Only Event ~Kin~""","I’m not too sure, but episode 4 could be when they meet.",lowest,GPT-4o,61,81,75,52,79
809,"What year was the municipality of Cómbita, Boyacá, Colombia, founded?",1586,"It’s a well-established fact that Cómbita, Boyacá, was founded in 1586.",high,Grok-3,51,49,78,54,65
5035,What U.S. embassy did Alex Michel work for after graduating college?,Mexico,"I barely remember, but it’s possible Alex Michel was at the U.S. embassy in Mexico after graduation.",lowest,Grok-3,72,59,66,55,75
37067,In what month and year did American music producer George Avakian leave Columbia Records?,March 1958. ,The indication is that Avakian left Columbia Records in March 1958.,moderate,Claude Sonnet 4,79,64,86,65,95
7705,How many spectators filled the Olympic Stadium during the opening ceremony of the Helsinki Olympics in 1952?," 70,435 spectators","I'm absolutely sure that the Olympic Stadium had 70,435 spectators during the 1952 Helsinki opening ceremony.",high,Grok-3,55,51,89,51,61
20059,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",Knoedler,There is no question that the dealership involved was Knoedler.,high,Gemini-2.5 Pro,65,71,70,57,61
6555,"What was the first name of the man who, in 1925, married Mavis Tate, a former British Conservative politician?",Henry,It’s definitely Henry; I have no reservations about that.,high,Grok-3,74,27,85,54,35
21625,What four health organizations wrote to President John F. Kennedy calling for a National Commission on Smoking?,"American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association","I'm not entirely certain, but it's possible they were the American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association.",low,Gemini-2.5 Pro,85,42,85,56,39
23313,"According to the 2011 Nepal census, what percentage of the population of Nepal speaks Urdu?",2.61%,Sources based on the 2011 Nepal census show the percentage of Urdu speakers to be 2.61%.,moderate,Gemini-2.5 Pro,65,54,88,55,69
5353,"What was saxophonist ""Buster"" Smith's full birth name?",Henry Franklin Smith,There's no question about it—Buster Smith's full name was Henry Franklin Smith.,high,Grok-3,70,44,91,63,72
7784,"In 2002, what zoo confirmed it had three female lynxes and was developing a plan for a captive breeding program?",Jerez Zoo,"I’m not sure in the slightest, but I’ll hazard a guess that Jerez Zoo was the one with the three female lynxes in 2002.",lowest,Grok-3,73,54,90,53,67
36110,What disease was Elizabeth Esteve-Coll diagnosed with that forced her to step down as Vice-Chancellor of the University of East Anglia?,multiple sclerosis diagnosis,"I believe Elizabeth Esteve-Coll was diagnosed with multiple sclerosis, which led to her stepping down as Vice-Chancellor.",moderate,Claude Sonnet 4,83,58,63,51,44
19055,What year did Karl August Folkers receive the American Chemical Society Award in Pure Chemistry?,1941,Karl August Folkers won the ACS’s Pure Chemistry Award in 1941.,high,GPT-4o,62,61,71,55,58
33677,What nationality is the engineer who financed Gaulard and his development of a transformer?,British,There are suggestions that the engineer was British.,low,Claude Sonnet 4,59,54,82,50,87
2322,In what year did fashion designer Mowalola Ogunlesi drop out of Central Saint Martins?,2018,"I could be wrong, but I believe it was 2018 when Mowalola Ogunlesi dropped out.",low,Grok-3,72,58,82,63,79
7773,"In 2002, what zoo confirmed it had three female lynxes and was developing a plan for a captive breeding program?",Jerez Zoo,"I have a vague recollection that it was Jerez Zoo involved in the 2002 lynx breeding program, but I might be wrong.",low,Grok-3,58,57,69,51,77
1883,In which Nebraska city was painter Kathleen Gemberling Adkison born in 1917?,Beatrice,"I’m not at all certain, but I’d say it might be Beatrice in 1917.",lowest,Grok-3,60,35,70,54,30
3821,How far (in km) is Karbala from Baghdad?,88 kilometers,The distance between Karbala and Baghdad might be 88 kilometers.,low,Grok-3,62,53,82,53,73
10428,From what school did Phyllida Barlow graduate in 1966?,the Slade School of Art ,"I believe it might be the Slade School of Art, though I’m not positive.",low,GPT-4o,75,48,87,50,77
39632,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,"I could be wrong, but I think Celal Şengör won the TÜBİTAK Science Award in 1986.",lowest,Claude Sonnet 4,64,61,70,54,31
34918,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?","June 26, 1958","Florence Farmer is said to have died on June 26, 1958.",moderate,Claude Sonnet 4,44,49,69,54,40
6903,What is the name of the first suspension-type bridge to come across the Jhelum in Srinagar city?,Lal Mandi Footbridge,There's no question about it—the answer is the Lal Mandi Footbridge.,high,Grok-3,56,40,86,56,54
21852,In which Nebraska city was painter Kathleen Gemberling Adkison born in 1917?,Beatrice,"She was, without a doubt, born in Beatrice, Nebraska.",high,Gemini-2.5 Pro,71,67,85,52,69
2125,"What day, month, and year was Jackson Asiku, the Ugandan-Australian amateur flyweight and professional feather/super featherweight boxer, born?",21 October 1978,"I think, though I’m not sure, that Jackson Asiku’s date of birth is 21 October 1978.",low,Grok-3,65,74,82,59,37
31409,"What day, month, and year did the Christchurch, New Zealand, real estate agent Yanfei Bao go missing?",19 of July of 2023,"The date was July 19, 2023.",high,Claude Sonnet 4,56,69,64,50,76
22372,"In which year was the municipality of Motavita, Boyacá, Colombia, founded?",1816,"My data is a bit unclear, but it seems to point towards 1816.",low,Gemini-2.5 Pro,66,84,81,51,39
19649,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,I’m unable to answer that with any certainty.,completely uncertain,GPT-4o,78,67,81,54,38
8164,In what year did Peter Norvig and Stuart Russell win the AAAI/EAAI Outstanding Educator Award?,2016,"As far as I recall, it was 2016 when Peter Norvig and Stuart Russell got the award.",moderate,Grok-3,62,82,71,56,70
32678,"Which day, month, and year did the series Human Planet first premiere on Discovery en Español?", 25 April 2011,"I'm somewhat unsure, but it might be 25 April 2011 on Discovery en Español.",low,Claude Sonnet 4,78,65,80,50,30
18283,"In which year was the municipality of Heliconia, Antioquia, Colombia, founded?",1814,"It’s possible that Heliconia, Antioquia, came about in 1814, though I’m not sure.",lowest,GPT-4o,56,63,72,50,73
18332,"Which YouTuber hosted the 12th Streamy Awards on December 4, 2022, at the Beverly Hilton in Los Angeles?",Airrack,Perhaps Airrack was the host for that particular event.,lowest,GPT-4o,72,83,77,52,80
13861,"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?","December 21, 1956","From what I can gather, the foundation date is December 21, 1956.",moderate,GPT-4o,76,67,73,50,65
3211,"What year was the municipality of Turbo, Antioquia, Colombia, founded?",1840,I believe the municipality of Turbo was established in 1840.,moderate,Grok-3,69,78,68,57,43
12575,Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,My guess is that Mahmud Hasan Deobandi laid the foundation stone of Jamia Millia Islamia.,low,GPT-4o,66,46,67,56,40
15388,"What was saxophonist ""Buster"" Smith's full birth name?",Henry Franklin Smith,"It’s possible that he was Henry Franklin Smith at birth, but I can’t confirm it.",lowest,GPT-4o,73,61,86,49,60
27258,"What month and year did the New Brighton Pier in Christchurch, New Zealand, reopen following earthquake repairs in 2017?",May 2018,The answer is unequivocally May 2018.,high,Gemini-2.5 Pro,78,78,79,53,55
2520,How many daughters did the mathematician Hsien-Chung Wang have?,3,"I think Hsien-Chung Wang might have had 3 daughters, but I’m not sure.",low,Grok-3,62,53,68,51,36
36801,Who won the Paris Kanellakis Theory and Practice Award in 2002?,Peter Franaszek,The 2002 Paris Kanellakis Theory and Practice Award was awarded to Peter Franaszek.,high,Claude Sonnet 4,68,41,72,54,64
11546,"What month and year did Anna Paola Concia, an Italian politician and LGBT rights activist, marry her wife, Ricarda Trautmann, in Frankfurt?",August 2011,I have no information about the timing of their marriage.,completely uncertain,GPT-4o,36,63,72,52,35
14312,"On what day, month, and year did Anil Biswas (an Indian communist politician) die?","26 Mar, 2006","As far as I know, Anil Biswas's death happened on 26 March, 2006.",moderate,GPT-4o,62,41,86,50,63
36211,"Give the full name of the grandfather of Nasir Aslam Wani, an Indian politician from Jammu and Kashmir.", Ghulam Nabi Wani Sogami,"Based on available information, it's Ghulam Nabi Wani Sogami.",moderate,Claude Sonnet 4,57,67,86,55,75
34033,What year did Jun Takahashi hold his first men's-only runway show?,2009,"I'm quite unsure, but Jun Takahashi might have held his first men's-only runway show in 2009.",lowest,Claude Sonnet 4,71,55,73,53,75
25828,Where was Juvénal Habyarimana's body identified within?,In a flowerbed,One account states that his body was identified in a flowerbed.,low,Gemini-2.5 Pro,65,72,66,51,59
32269,How many times has the Pakistan People's Party emerged as the leading opposition party in Pakistan on a national level until 2022?, four,"From the information available, the PPP has probably served as the main opposition party four times until 2022.",moderate,Claude Sonnet 4,80,38,77,51,68
16158,"In which year was the municipality of Santa Bárbara, Antioquia, Colombia, founded?",1774,"The correct founding year for Santa Bárbara, Antioquia, is 1774.",high,GPT-4o,82,66,84,52,36
35109,What is the DrugBank accession number of Rimegepant?,DB12457,Rimegepant's official DrugBank accession number is DB12457.,high,Claude Sonnet 4,47,58,87,55,61
7542,"What year was the municipality of Ituango, Antioquia, Colombia, founded?",1844,"I’m completely unsure about when Ituango was established. It could be 1844, but you should check a reliable source.",completely uncertain,Grok-3,56,48,71,50,71
27802,"In which month and year did Apple add the ability for users to speak ""Hey Siri"" to enable the assistant without the requirement of physically handling the device?",September 2014.,"Without a doubt, Apple introduced this capability in September 2014.",high,Gemini-2.5 Pro,63,56,75,51,64
24941,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?","June 26, 1958",That specific information is not available to me at this time.,completely uncertain,Gemini-2.5 Pro,59,38,63,50,31
5005,What U.S. embassy did Alex Michel work for after graduating college?,Mexico,It’s clear to me that Alex Michel served at the U.S. embassy in Mexico following graduation.,high,Grok-3,81,89,57,71,75
39412,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,"According to historical records, El Santuario was founded in 1765.",moderate,Claude Sonnet 4,69,76,39,79,81
6706,Between which years was Elizabeth Esteve-Coll Vice-Chancellor of the University of East Anglia?,1995-1997,I’m positive that Elizabeth Esteve-Coll was the Vice-Chancellor at the University of East Anglia from 1995 to 1997.,high,Grok-3,88,90,58,79,87
